,Champion,Tags,Key,Image,Lore,Ally Tips,Enemy Tips
Gnar,Gnar,"['Fighter', 'Tank']",150,"{'full': 'Gnar.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 192, 'y': 0, 'w': 48, 'h': 48}","Gnar is a primeval yordle whose playful antics can erupt into a toddler's outrage in an instant, transforming him into a massive beast bent on destruction. Frozen in True Ice for millennia, the curious creature broke free and now hops about a changed world he sees as exotic and wondrous. Delighted by danger, Gnar flings whatever he can at his enemies, be it his bonetooth boomerang, or a nearby building.","['Managing your Rage is very important. Try to time out your transformations so you can get maximum benefit from both forms.', 'Position yourself next to walls to bait your enemies into getting stunned by your ultimate.', 'Know your strengths! Mini Gnar is fast, squishy, and has high sustained damage. Mega Gnar is slow, tough, and has high burst.']","[""Gnar can't gain Rage for 15 seconds after he turns from big to little. Use this chance to engage on his team."", ""Gnar's animations and resource bar change as he gets closer to transforming.  "", ""Gnar's ultimate stuns if he hits you into a wall. Be careful when fighting him near one.""]"
Ziggs,Ziggs,['Mage'],115,"{'full': 'Ziggs.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 288, 'y': 96, 'w': 48, 'h': 48}","With a love of big bombs and short fuses, the yordle Ziggs is an explosive force of nature. As an inventor's assistant in Piltover, he was bored by his predictable life and befriended a mad, blue-haired bomber named Jinx. After a wild night on the town, Ziggs took her advice and moved to Zaun, where he now explores his fascinations more freely, terrorizing the chem-barons and regular citizens alike in his never ending quest to blow stuff up.","[""Even if you're far from a fight you can still help from afar with Mega Inferno Bomb."", 'Slowing your enemies with Hexplosive Minefield makes it easier to land other abilities.', 'Knocking yourself over walls with Satchel Charge can be great when chasing after or escaping from enemies.']","[""Don't step on Ziggs' mines! They'll slow you and make it much easier for him to hit you with his other abiltiies."", ""Many of Ziggs' abilities have long cooldowns. Try catching him just after he's used his abilities."", ""Ziggs' ultimate, Mega Inferno Bomb, deals more damage in the center of the explosion.""]"
Vi,Vi,"['Fighter', 'Assassin']",254,"{'full': 'Vi.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 96, 'y': 48, 'w': 48, 'h': 48}","Once a criminal from the mean streets of Zaun, Vi is a hotheaded, impulsive, and fearsome woman with only a very loose respect for authority figures. Growing up all but alone, Vi developed finely honed survival instincts as well as a wickedly abrasive sense of humor. Now working with the Wardens of Piltover to keep the peace, she wields mighty hextech gauntlets that can punch through walls and suspects with equal ease.","[""A fully charged Vault Breaker will deal double damage. It's great for catching and finishing off fleeing enemies."", 'Excessive Force does full damage to anyone caught in the shockwave. Use it on minions in lane to hit enemies hiding behind them.', 'Assault and Battery is a powerful initiation tool, just remember not to get too far ahead of the rest of your team.']","['A fully charged Vault breaker deals double damage. If you see Vi start to charge you should back off or try to dodge it.', 'Vi will shred your Armor and gain Attack Speed if she manages to hit you three times in a row. Try not to engage in extended brawls with her.', ""Vi cannot be stopped while using her ult. Remember to save your displacement effects until after she's done charging.""]"
Irelia,Irelia,"['Fighter', 'Assassin']",39,"{'full': 'Irelia.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 0, 'y': 48, 'w': 48, 'h': 48}","The Noxian occupation of Ionia produced many heroes, none more unlikely than young Irelia of Navori. Trained in the ancient dances of her province, she adapted her art for war, using the graceful and carefully practised movements to levitate a host of deadly blades. After proving herself as a fighter, she was thrust into the role of resistance leader and figurehead, and to this day remains dedicated to the preservation of her homeland.","['Use Bladesurge to cover great distances by targeting low life minions on your way to champion targets.', 'Defiant Dance is not interrupted by crowd control, try timing it for incoming disables.', 'Flawless Duet does not have a maximum travel distance, try using it in creative ways.']","['Pay attention to Ionian Fervor stacks and try to engage Irelia when it is down.', ""Minion waves greatly enhance Irelia's mobility, beware fighting her inside one."", 'Beware of wasting your high impact spells on Defiant Dance.']"
Ashe,Ashe,"['Marksman', 'Support']",22,"{'full': 'Ashe.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 384, 'y': 0, 'w': 48, 'h': 48}","Iceborn warmother of the Avarosan tribe, Ashe commands the most populous horde in the north. Stoic, intelligent, and idealistic, yet uncomfortable with her role as leader, she taps into the ancestral magics of her lineage to wield a bow of True Ice. With her people's belief that she is the mythological hero Avarosa reincarnated, Ashe hopes to unify the Freljord once more by retaking their ancient, tribal lands.","['Try to fire Enchanted Crystal Arrow in the same direction enemies are moving, so it is more likely to hit.', 'Volley arrows are blocked by the first enemy they hit, so keep your distance to avoid having them all absorbed by enemy frontliners.', 'Hawkshot reveals units in brush. If a team fight is occuring in the jungle it can give you a significant advantage.']","[""Ashe has very few defensive options, and she's a good target to gank."", 'Be wary of moving around the map alone if Ashe has not recently cast her Enchanted Crystal Arrow.']"
Nidalee,Nidalee,"['Assassin', 'Mage']",76,"{'full': 'Nidalee.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 48, 'y': 96, 'w': 48, 'h': 48}","Raised in the deepest jungle, Nidalee is a master tracker who can shapeshift into a ferocious cougar at will. Neither wholly woman nor beast, she viciously defends her territory from any and all trespassers, with carefully placed traps and deft spear throws. She cripples her quarry before pouncing on them in feline form—the lucky few who survive tell tales of a wild woman with razor-sharp instincts, and even sharper claws...","['Use brush to your advantage! Moving in and out of brush can heavily alter your effectiveness in battle.', 'Start team fights by harassing with your Javelin Toss, and then switch to cougar form to chase down Hunted targets.', ""Bushwhack traps deal damage based on their victim's current Health. Set them up in your team's backline before fights break out during sieges to help your team deal damage to the enemy frontline.""]","[""Nidalee's Hunt debuff is only applied with Javelin Toss and Bushwhack. Avoiding being hit by these abilities will impair her ability to deal follow-up damage."", ""Nidalee's Javelin Toss deals more damage the farther she is. If she is far away, it's imperative to dodge it."", ""Nidalee's Takedown deals extreme damage to Hunted targets, but she has to get close to use it. Save your crowd control or defensive abilities for when she goes in for the kill.""]"
DrMundo,DrMundo,"['Fighter', 'Tank']",36,"{'full': 'DrMundo.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 144, 'y': 96, 'w': 48, 'h': 48}","Utterly insane, unrepentantly homicidal, and horrifyingly purple, Dr. Mundo is what keeps many of Zaun's citizens indoors on particularly dark nights. This monosyllabic monstrosity seems to want nothing more than pain—both the giving of it, and the receiving of it. Wielding his massive meat cleaver as if it were weightless, Mundo is infamous for capturing and torturing dozens of Zaun's citizens for his nefarious “operations,” which seem to have no overall point or goal. He is brutal. He is unpredictable. He goes where he pleases. He is also not, technically, a doctor.","['A well-timed Sadism can bait enemy champions into attacking you even when they lack the damage to finish you.', 'Spirit Visage will increase the healing done by your ultimate and lower cooldowns on all of your abilities.', 'Cleavers are a powerful tool for killing neutral monsters. Instead of returning to base, farm neutral monsters until your ultimate can heal you.']","[""Try to coordinate high-damage abilities with your allies right after Dr. Mundo uses his ultimate, but if you're unable to kill him quickly with burst he will heal through the damage."", 'Try casting Ignite when Dr. Mundo uses Sadism to negate a large portion of its healing.']"
Zilean,Zilean,"['Support', 'Mage']",26,"{'full': 'Zilean.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 336, 'y': 96, 'w': 48, 'h': 48}","Once a powerful Icathian mage, Zilean became obsessed with the passage of time after witnessing his homeland's destruction by the Void. Unable to spare even a minute to grieve the catastrophic loss, he called upon ancient temporal magic to divine all possible outcomes. Having become functionally immortal, Zilean now drifts through the past, present, and future, bending and warping the flow of time around him, always searching for that elusive moment that will turn back the clock and undo Icathia's destruction.","['You can combine the use of Time Bomb and Rewind to place two Time Bombs on a target quickly. Placing the second bomb will detonate the first and stun all nearby enemies.', 'Time Warp is an effective way to enable allies to finish off enemies, or escape from a losing battle.', 'Chronoshift is a powerful deterrent to attacking your carries, but casting Chronoshift too early in a fight can cause the enemy to switch targets too soon, making it less effective.']","[""If you're able to match Zilean's speed, it can sometimes be beneficial to wait until his ultimate has faded before landing the killing blow."", ""Zilean is fragile if a team focuses on him, but otherwise he's very difficult to kill. Commit to killing him as a team.""]"
Qiyana,Qiyana,"['Assassin', 'Fighter']",246,"{'full': 'Qiyana.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 0, 'y': 0, 'w': 48, 'h': 48}","In the jungle city of Ixaocan, Qiyana plots her own ruthless path to the high seat of the Yun Tal. Last in line to succeed her parents, she faces those who stand in her way with brash confidence and unprecedented mastery over elemental magic. With the land itself obeying her every command, Qiyana sees herself as the greatest elementalist in the history of Ixaocan—and by that right, deserving of not only a city, but an empire.",[],[]
Lulu,Lulu,"['Support', 'Mage']",117,"{'full': 'Lulu.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 336, 'y': 0, 'w': 48, 'h': 48}","The yordle mage Lulu is known for conjuring dreamlike illusions and fanciful creatures as she roams Runeterra with her fairy companion Pix. Lulu shapes reality on a whim, warping the fabric of the world, and what she views as the constraints of this mundane, physical realm. While others might consider her magic at best unnatural, and at worst dangerous, she believes everyone could use a touch of enchantment.","['Glitterlance can be fired at odd angles depending on where your cursor is - Moving your cursor closer to Pix and Lulu will change your area of effect size considerably.', 'Consider casting Help, Pix! on ranged attackers for the Pix boost and Wild Growth on Tanks or Fighters for the added initiation power.']","[""The shots from Lulu's faerie can be intercepted - hide behind your minions to avoid the additional Faerie attacks."", ""Lulu excels when opponents heavily commit. Don't give her this chance! Use heavy harass tactics instead to force Lulu and her partner out of lane.""]"
Katarina,Katarina,"['Assassin', 'Mage']",55,"{'full': 'Katarina.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 144, 'y': 96, 'w': 48, 'h': 48}","Decisive in judgment and lethal in combat, Katarina is a Noxian assassin of the highest caliber. Eldest daughter to the legendary General Du Couteau, she made her talents known with swift kills against unsuspecting enemies. Her fiery ambition has driven her to pursue heavily-guarded targets, even at the risk of endangering her allies—but no matter the mission, Katarina will not hesitate to execute her duty amid a whirlwind of serrated daggers.","[""Picking up Daggers will significantly reduce Shunpo's cooldown."", 'Try waiting until the other team is distracted with fighting your team, and use Shunpo to teleport into the fray and unleash a devastating Death Lotus.', 'Using Shunpo on an allied Champion, Dagger, or minion can be a great escape tactic.']","[""Katarina's abilities deal magic damage, so even if she's building Attack Damage items, get magic resistance to counter her."", 'Try to save a disable for when Katarina uses her Death Lotus.']"
Illaoi,Illaoi,"['Fighter', 'Tank']",420,"{'full': 'Illaoi.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 432, 'y': 0, 'w': 48, 'h': 48}","Illaoi's powerful physique is dwarfed only by her indomitable faith. As the prophet of the Great Kraken, she uses a huge, golden idol to rip her foes' spirits from their bodies and shatter their perception of reality. All who challenge the “Truth Bearer of Nagakabouros” soon discover Illaoi never battles alone—the god of the Serpent Isles fights by her side.","[""Tentacles are an immense source of power. Don't fight without them."", ""Spirits inherit their target's current health. If making a "", 'Vessel', "" is your goal, try whittling your opponent's health down a bit first to make killing the spirit easier."", 'Leap of Faith is best used to follow-up a strong engage or when being engaged upon. Be careful about being the first one into a fight.']","['Killing Tentacles whenever possible will make it much easier to win a fight against Illaoi.', ""When your spirit gets pulled out, fight back if you can. Dealing damage to Illaoi reduces the spirit's duration."", 'Avoid grouping up for Leap of Faith to reduce the number of Tentacles available to Illaoi.']"
Aatrox,Aatrox,"['Fighter', 'Tank']",266,"{'full': 'Aatrox.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 0, 'y': 0, 'w': 48, 'h': 48}","Once honored defenders of Shurima against the Void, Aatrox and his brethren would eventually become an even greater threat to Runeterra, and were defeated only by cunning mortal sorcery. But after centuries of imprisonment, Aatrox was the first to find freedom once more, corrupting and transforming those foolish enough to try and wield the magical weapon that contained his essence. Now, with stolen flesh, he walks Runeterra in a brutal approximation of his previous form, seeking an apocalyptic and long overdue vengeance.","['Use Umbral Dash while casting The Darkin Blade to increase your chances of hitting the enemy.', ""Crowd Control abilities like Infernal Chains or your allies' immobilizing effects will help you set up The Darkin Blade."", 'Cast World Ender when you are sure you can force a fight.']","[""Aatrox's attacks are very telegraphed, so use the time to dodge the hit zones."", ""Aatrox's Infernal Chains are easier to exit when running towards the sides or at Aatrox."", 'Keep your distance when Aatrox uses his Ultimate to prevent him from reviving.']"
Lillia,Lillia,"['Fighter', 'Mage']",876,"{'full': 'Lillia.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 192, 'y': 0, 'w': 48, 'h': 48}","Intensely shy, the fae fawn Lillia skittishly wanders Ionia's forests. Hiding just out of sight of mortals—whose mysterious natures have long captivated, but intimidated, her—Lillia hopes to discover why their dreams no longer reach the ancient Dreaming Tree. She now travels Ionia with a magical branch in hand, in an effort to find people's unrealized dreams. Only then can Lillia herself bloom and help others untangle their fears to find the sparkle within. Eep!",[],[]
Zyra,Zyra,"['Mage', 'Support']",143,"{'full': 'Zyra.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 432, 'y': 96, 'w': 48, 'h': 48}","Born in an ancient, sorcerous catastrophe, Zyra is the wrath of nature given form—an alluring hybrid of plant and human, kindling new life with every step. She views the many mortals of Valoran as little more than prey for her seeded progeny, and thinks nothing of slaying them with flurries of deadly spines. Though her true purpose has not been revealed, Zyra wanders the world, indulging her most primal urges to colonize, and strangle all other life from it.","[""Placing a seed in your spell's path after you have cast it gives you the best chance of having a seed in the proper spot."", 'Seeds grant vision to your team.', 'Zyra is a great ambusher - look for opportunities to set a trap of seeds in brush, then lure enemies in.']","[""Zyra's seeds can be destroyed by stepping on them. If she tries to grow them as you do, dodge back at the last moment. "", 'Moving closer to Zyra can be a smart move if she places plants too far away from herself.', 'Plants take fixed damage from attacks and effects, similar to wards. They also expire quickly on their own.', 'Moving the fight to a different area will deprive Zyra of accumulated seeds.', ""Seeds placed by Zyra's W are larger, a different color, and grant a small amount of vision to her team.""]"
Kled,Kled,"['Fighter', 'Tank']",240,"{'full': 'Kled.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 432, 'y': 96, 'w': 48, 'h': 48}","A warrior as fearless as he is ornery, the yordle Kled embodies the furious bravado of Noxus. He is an icon beloved by the empire's soldiers, distrusted by its officers, and loathed by the nobility. Many claim Kled has fought in every campaign the legions have waged, has “acquired” every military title, and has never once backed down from a fight. Though the truth of the matter is often questionable, one part of his legend is undeniable: Charging into battle on his un-trusty steed, Skaarl, Kled fights to protect what's his… and to take whatever he can get.","['Kled generates some courage by killing minions, but gets much more from fighting Champions.', 'The last hit of Violent Tendencies deals more damage than the first three - make sure you hit it!', 'Chaaaaaaaarge!!! can be cast at a great range. Try and predict where the enemy team will be by the time you reach them.']","['Kled generates courage by damaging enemies with his Pocket Pistol and basic attacks, killing minions, and attacking structures or epic monsters.', ""Watch Kled's courage bar when he's off his mount - when it reaches 100%, he will remount and regain a significant amount of health."", 'Kled is much more threatening when he has Violent Tendencies ready.']"
Renekton,Renekton,"['Fighter', 'Tank']",58,"{'full': 'Renekton.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 240, 'y': 0, 'w': 48, 'h': 48}","Renekton is a terrifying, rage-fueled Ascended being from the scorched deserts of Shurima. Once, he was his empire's most esteemed warrior, leading the nation's armies to countless victories. However, after the empire's fall, Renekton was entombed beneath the sands, and slowly, as the world turned and changed, he succumbed to insanity. Now free once more, he is utterly consumed with finding and killing his brother, Nasus, who he blames, in his madness, for the centuries he spent in darkness.","['Slice and Dice excels at harassing maneuvers. Slice in, follow up with another skill and then Dice back out to safety.', 'Cull the Meek drains an enormous amount of life when used in the middle of the fray. You can use this to bait opponents into thinking you are weaker than you really are.', 'Cooldown reduction is especially good for Renekton, allowing him to both quickly build up and use his Fury.']","[""Pay close attention to Renekton's Fury gauge as that will usually signify when he is about to attack."", 'Keeping Renekton from being able to fight and gain Fury by continually harassing him will severely reduce the effectiveness of his abilities.']"
Pantheon,Pantheon,"['Fighter', 'Assassin']",80,"{'full': 'Pantheon.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 336, 'y': 96, 'w': 48, 'h': 48}","Once an unwilling host to the Aspect of War, Atreus survived when the celestial power within him was slain, refusing to succumb to a blow that tore stars from the heavens. In time, he learned to embrace the power of his own mortality, and the stubborn resilience that goes along with it. Atreus now opposes the divine as Pantheon reborn, his unbreakable will fueling the fallen Aspect's weapons on the field of battle.","['Mortal Will activates after 5 spells or basic attacks - plan your way through fights to allow you to activate it more than once.', 'Whittle the enemy down with Comet Spears before you jump in.', 'If an enemy is going to get out of range of your Aegis Assault, you can recast the spell to immediately fire the shield slam.']","[""Pantheon's Aegis Assault makes him invulnerable from the front. Get behind him or wait it out."", 'Be careful near Pantheon if your health is low - a thrown Comet Spear executes low health enemies.', 'Grand Starfall gives several seconds of warning before Pantheon arrives. Use this time to get out of the way or to form a plan to deal with him.']"
Fiddlesticks,Fiddlesticks,"['Mage', 'Support']",9,"{'full': 'Fiddlesticks.png', 'sprite': 'champion0.png', 'group': 'champion', 'x': 384, 'y': 96, 'w': 48, 'h': 48}","Something has awoken in Runeterra. Something ancient. Something terrible. The ageless horror known as Fiddlesticks stalks the edges of mortal society, drawn to areas thick with paranoia where it feeds upon terrorized victims. Wielding a jagged scythe, the haggard, makeshift creature reaps fear itself, shattering the minds of those unlucky enough to survive in its wake. Beware the sounding of the crow, or the whispering of the shape that appears <i>almost</i> human… Fiddlesticks has returned.",[],[]
Olaf,Olaf,"['Fighter', 'Tank']",2,"{'full': 'Olaf.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 192, 'y': 96, 'w': 48, 'h': 48}","An unstoppable force of destruction, the axe-wielding Olaf wants nothing but to die in glorious combat. Hailing from the brutal Freljordian peninsula of Lokfar, he once received a prophecy foretelling his peaceful passing—a coward's fate, and a great insult among his people. Seeking death, and fueled by rage, he rampaged across the land, slaughtering scores of great warriors and legendary beasts in search of any opponent who could stop him. Now a brutal enforcer for the Winter's Claw, he seeks his end in the great wars to come.","['Olaf can combine Berserker Rage, Vicious Strikes, and Ragnarok at low life to become deceptively strong.', 'The bonus healing granted by Vicious Strikes amplifies your Life Steal from all sources as well as heals from allies.']","['Olaf becomes more dangerous the lower life he is. Save your disables to finish him off.', 'Preventing Olaf from reaching his axe will minimize the amount of harassment he can cause in the laning phase.', ""Olaf has reduced defenses from damage during Ragnarok, despite being immune to disables. If you can't escape from Olaf during Ragnarok, try focusing your damage on him with your teammates.""]"
Rakan,Rakan,['Support'],497,"{'full': 'Rakan.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 96, 'y': 0, 'w': 48, 'h': 48}","As mercurial as he is charming, Rakan is an infamous vastayan troublemaker and the greatest battle-dancer in Lhotlan tribal history. To the humans of the Ionian highlands, his name has long been synonymous with wild festivals, uncontrollable parties, and anarchic music. Few would suspect this energetic, traveling showman is also partner to the rebel Xayah, and is dedicated to her cause.","['Rakan requires allies near him to make the most out of his tools.', ""Rakan's dash speeds increase with his movement speed. Use the extra speed to surprise your enemies!"", 'Danger is as fun as you let it be.']","[""Rakan's movement abilities forecast their destination. Try to use this to your advantage."", 'Champions with crowd control that can be applied quickly excel against Rakan.', 'Catching Rakan with no allies around severely inhibits his mobility. Try to find him alone.']"
Quinn,Quinn,"['Marksman', 'Assassin']",133,"{'full': 'Quinn.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 48, 'y': 0, 'w': 48, 'h': 48}","Quinn is an elite ranger-knight of Demacia, who undertakes dangerous missions deep in enemy territory. She and her legendary eagle, Valor, share an unbreakable bond, and their foes are often slain before they realize they are fighting not one, but two of the kingdom's greatest heroes. Nimble and acrobatic when required, Quinn takes aim with her crossbow while Valor marks their elusive targets from above, making them a deadly pair on the battlefield.","['Attacking a ', 'Vulnerable', ' target marked by Valor will put Harrier on cooldown. Quickly consuming Harrier marks will allow you to generate them faster.', 'Vault is powerful but must be used with caution, as enemies can attack Quinn when she strikes them. Vault can sometimes be used to cross terrain if your back is to a wall.', 'Use Behind Enemy Lines for traveling very long distances quickly, for farming minions around the map, or for chasing wounded targets.']","[""After being marked, move away from Quinn so she can't take advantage of it."", ""Keep tabs on Quinn's position. Behind Enemy Lines can enable Valor to cross the map very quickly and attack you by surprise."", 'When Quinn is using Behind Enemy Lines, damaging her removes her movement speed bonus temporarily.']"
Orianna,Orianna,"['Mage', 'Support']",61,"{'full': 'Orianna.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 240, 'y': 96, 'w': 48, 'h': 48}","Once a curious girl of flesh and blood, Orianna is now a technological marvel comprised entirely of clockwork. She became gravely ill after an accident in the lower districts of Zaun, and her failing body had to be replaced with exquisite artifice, piece by piece. Accompanied by an extraordinary brass sphere she built for companionship and protection, Orianna is now free to explore the wonders of Piltover, and beyond.","['Command: Protect can be used on yourself to return the Ball back to you quickly. Combine this with Command: Attack for a quick harassment.', 'Command: Dissonance is a very powerful escape tool if Orianna has the Ball. The combination of speed and leaving a slowing obstacle can be quite powerful.', 'Command: Shockwave can be used to drag enemies towards you or away from you if you position the Ball properly.']","['Orianna can only affect the area the Ball is around. Use this to your advantage.', ""Watch out for Orianna's Ball returning to her due to leashing. This may cause some unexpected situations.""]"
Maokai,Maokai,"['Tank', 'Mage']",57,"{'full': 'Maokai.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 48, 'y': 48, 'w': 48, 'h': 48}","Maokai is a rageful, towering treant who fights the unnatural horrors of the Shadow Isles. He was twisted into a force of vengeance after a magical cataclysm destroyed his home, surviving undeath only through the Waters of Life infused within his heartwood. Once a peaceful nature spirit, Maokai now furiously battles to banish the scourge of unlife from the Shadow Isles and restore his home to its former beauty.","[""Saplings can be tossed into brush for empowered effect - but don't stack well."", ""Try looking for flanks or other situations where Nature's Grasp is unavoidable or takes enemies by surprise."", ""Maokai's passive makes him extremely durable against focus fire from spells - so long as he can still basic attack something.""]","['Saplings will chase the first enemy that gets too close, but detonate after a few seconds or if they collide with other enemies. Be especially careful around brush sapling, as they are much more dangerous.', ""The cooldown on Maokai's self healing is heavily gated on how many time you hit him with spells. Careful about wasting abilities on him."", ""Maokai will avoid taking damage while he's using Twisted Advance, so don't waste your spells.""]"
Xayah,Xayah,['Marksman'],498,"{'full': 'Xayah.png', 'sprite': 'champion4.png', 'group': 'champion', 'x': 336, 'y': 48, 'w': 48, 'h': 48}","Deadly and precise, Xayah is a vastayan revolutionary waging a personal war to save her people. She uses her speed, guile, and razor-sharp feather blades to cut down anyone who stands in her way. Xayah fights alongside her partner and lover, Rakan, to protect their dwindling tribe, and restore their race to her vision of its former glory.","[""Xayah's attacks and abilities leave Feathers on the ground that she can later recall for massive area damage and control."", 'Xayah can use Featherstorm to dodge almost any ability while also creating a ton of Feathers. Try to utilize the offensive and defensive aspects of this ability.']","[""Xayah's Bladecaller will only root targets hit by 3 or more returning Feathers."", 'Long fights in the same area with Xayah will allow her to drop a lot of Feathers. Try to stay on the move!', ""Make sure you are ready when you go for the kill. Untargetability from Featherstorm can quickly turn an ambush in Xayah's favor.""]"
Rammus,Rammus,"['Tank', 'Fighter']",33,"{'full': 'Rammus.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 144, 'y': 0, 'w': 48, 'h': 48}","Idolized by many, dismissed by some, mystifying to all, the curious being Rammus is an enigma. Protected by a spiked shell, he inspires increasingly disparate theories on his origin wherever he goes—from demigod, to sacred oracle, to a mere beast transformed by magic. Whatever the truth may be, Rammus keeps his own counsel and stops for no one as he roams the Shuriman desert.","['Powerball can be used as an effective escape mechanism.', 'Using taunt on a champion by your tower can cause the tower to attack your enemy.', ""Tremors and Defensive Ball Curl can be used late in the game to obliterate towers. If you're bogged down in a team fight, it is often valuable to break off and attack the buildings.""]","[""Pay particular attention to when his Defensive Ball Curl is off. Rammus has much lower stats than a normal tank when he's out of the stance."", 'Rammus often stacks high Armor, leaving him especially vulnerable to caster damage while not in Defensive Ball Curl.']"
Galio,Galio,"['Tank', 'Mage']",3,"{'full': 'Galio.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 48, 'y': 0, 'w': 48, 'h': 48}","Outside the gleaming city of Demacia, the stone colossus Galio keeps vigilant watch. Built as a bulwark against enemy mages, he often stands motionless for decades until the presence of powerful magic stirs him to life. Once activated, Galio makes the most of his time, savoring the thrill of a fight and the rare honor of defending his countrymen. But his triumphs are always bittersweet, for the magic he destroys is also his source of reanimation, and each victory leaves him dormant once again.","['You can release Shield of Durand even while crowd controlled.', ""You can use the minimap ally icons to cast Hero's Entrance."", 'You can use the step back from Justice Punch to dodge enemy spells.']","['Galio moves slower when he is charging Shield of Durand.', ""Hero's Entrance can be interrupted before Galio jumps into the air."", 'Galio cannot traverse walls with Justice Punch.']"
MissFortune,MissFortune,['Marksman'],21,"{'full': 'MissFortune.png', 'sprite': 'champion2.png', 'group': 'champion', 'x': 144, 'y': 48, 'w': 48, 'h': 48}","A Bilgewater captain famed for her looks but feared for her ruthlessness, Sarah Fortune paints a stark figure among the hardened criminals of the port city. As a child, she witnessed the reaver king Gangplank murder her family—an act she brutally avenged years later, blowing up his flagship while he was still aboard. Those who underestimate her will face a beguiling and unpredictable opponent… and, likely, a bullet or two in their guts.","[""Miss Fortune ramps up speed if she hasn't recently taken damage. Avoid getting hit to move very fast."", 'Use Double Up on the furthest enemy minion if enemy champions are hiding in back; it will bounce to them for lots of damage.', ""Make sure to utilize Love Tap while Strut is on cooldown to maximize the active's availability.""]","[""Miss Fortune's speed boost is removed if she is damaged by an enemy."", 'Miss Fortune is easy to kill if you can reach her; target her first in team fights.']"
Kaisa,Kaisa,['Marksman'],145,"{'full': 'Kaisa.png', 'sprite': 'champion1.png', 'group': 'champion', 'x': 384, 'y': 48, 'w': 48, 'h': 48}","Claimed by the Void when she was only a child, Kai'Sa managed to survive through sheer tenacity and strength of will. Her experiences have made her a deadly hunter and, to some, the harbinger of a future they would rather not live to see. Having entered into an uneasy symbiosis with a living Void carapace, the time will soon come when she must decide whether to forgive those mortals who would call her a monster, and defeat the coming darkness together… or simply to forget, as the Void consumes the world that left her behind.","['Try to catch enemy carries alone to burst them with Icathian Rain.', 'Work with your teammates to set up your Ultimate and optimize damage with your passive.', 'Make sure to buy items that will evolve at least 1 or 2 of your spells.']","[""Kai'Sa is very good at picking off isolated enemies. Stick together against her."", ""Kai'Sa is very vulnerable to getting outranged by mages and long range carries."", ""Make sure to place wards in your blind spots so you can see Kai'Sa coming.""]"
Taric,Taric,"['Support', 'Fighter']",44,"{'full': 'Taric.png', 'sprite': 'champion3.png', 'group': 'champion', 'x': 384, 'y': 96, 'w': 48, 'h': 48}","Taric is the Aspect of the Protector, wielding incredible power as Runeterra's guardian of life, love, and beauty. Shamed by a dereliction of duty and exiled from his homeland Demacia, Taric ascended Mount Targon to find redemption, only to discover a higher calling among the stars. Imbued with the might of ancient Targon, the Shield of Valoran now stands ever vigilant against the insidious corruption of the Void.","['The cooldown reducing component of Bravado makes Cooldown Reduction items like Frozen Heart, Iceborn Gauntlet, and Spirit Visage exceptionally powerful on Taric.', ""Using Starlight's Touch at lower charges makes its healing less Mana efficient, but can greatly increase Taric's sustained damage via Bravado."", 'Rather than saving Cosmic Radiance for the last moment and risking someone dying during the delay, it can be more beneficial to cast it as soon as you know a teamfight is guaranteed to start.']","[""Taric's ultimate, Cosmic Radiance, has a long delay before its effect. Try to quickly assess whether to disengage the fight or attempt to kill his allies before it goes off."", 'Taric reduces his spell cooldowns by basic attacking enemies with Bravado. Try to kite him in teamfights and punish him for approaching the minion wave in lane.']"
